mode,scenario,difficulty,trial_id,success,collision,steps,path_length,path_smoothness,min_clearance,planning_cpu_time,execution_cpu_time,num_obstacles
Offline_AEGAfi,open,extreme,0,False,True,16,0.9600000000000004,0.746113897847285,0.062164677847364125,8.016224384307861,0.0008063316345214844,9
Offline_AEGAfi,open,extreme,1,False,True,22,1.676000000000001,1.0626803250266839,0.11005631336502675,8.033718824386597,0.00040793418884277344,9
Offline_AEGAfi,open,extreme,2,False,True,21,1.6680000000000008,1.0092940102321297,0.09570836753655365,8.048590421676636,0.0003998279571533203,9
Offline_AEGAfi,open,extreme,3,False,True,16,0.9600000000000004,0.746113897847285,0.062164677847364125,8.024922370910645,0.0002543926239013672,9
Offline_AEGAfi,open,extreme,4,False,True,21,1.6680000000000008,1.0092940102321297,0.09570836753655365,8.017460584640503,0.00024628639221191406,9
