mode,scenario,difficulty,trial_id,success,collision,steps,path_length,path_smoothness,min_clearance,planning_cpu_time,execution_cpu_time,num_obstacles
Offline_AEGAfi,maze,extreme,0,False,True,21,1.6680000000000008,1.0092940102321297,0.09289574738653195,8.04202127456665,0.0005028247833251953,39
Offline_AEGAfi,maze,extreme,1,False,True,21,1.6680000000000008,1.0092940102321297,0.09289574738653195,8.030088424682617,0.0003769397735595703,39
Offline_AEGAfi,maze,extreme,2,False,True,21,1.6680000000000008,1.0092940102321297,0.12213010709339767,8.130799531936646,0.00024390220642089844,39
