mode,scenario,difficulty,trial_id,success,collision,steps,path_length,path_smoothness,min_clearance,planning_cpu_time,num_obstacles
Online_APF,maze,hard,0,False,True,34,3.618,0.7377478056928639,0.13389896655227534,0.0023605823516845703,30
Online_APF,maze,hard,1,False,True,34,3.618,0.7377478056928639,0.13389896655227534,0.002574920654296875,30
Online_APF,maze,hard,2,False,True,34,3.618,0.7377478056928639,0.13389896655227534,0.0015633106231689453,30
Online_APF,maze,hard,3,False,True,34,3.618,0.7377478056928639,0.13389896655227534,0.0024852752685546875,30
Online_APF,maze,hard,4,False,True,34,3.618,0.7377478056928639,0.13389896655227534,0.004180908203125,30
