mode,scenario,trial_id,success,collision,steps,path_length,path_smoothness,min_clearance,heading_stability,planning_cpu_time,avg_planning_time_per_step,max_speed,avg_speed
Online_APF,clutter,0,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.0047533512115478516,4.850358379130461e-05,1.5,1.1898570887870041
Online_APF,clutter,1,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.004331111907958984,4.419501946896923e-05,1.5,1.1898570887870041
Online_APF,clutter,2,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.003456592559814453,3.527135265116789e-05,1.5,1.1898570887870041
Online_APF,clutter,3,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.003632068634033203,3.7061924837073504e-05,1.5,1.1898570887870041
Online_APF,clutter,4,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.002063751220703125,2.105868592554209e-05,1.5,1.1898570887870041
Online_APF,clutter,5,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.0032804012298583984,3.3473481937330595e-05,1.5,1.1898570887870041
Online_APF,clutter,6,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.0022890567779541016,2.3357722224021446e-05,1.5,1.1898570887870041
Online_APF,clutter,7,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.002156496047973633,2.2005061714016662e-05,1.5,1.1898570887870041
Online_APF,clutter,8,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.002031564712524414,2.073025216861647e-05,1.5,1.1898570887870041
Online_APF,clutter,9,True,False,98,11.660599470112636,2.8109703838941553,0.5221343467019088,0.02633418593386726,0.002118825912475586,2.162067257628149e-05,1.5,1.1898570887870041
