mode,scenario,trial_id,success,collision,steps,path_length,path_smoothness,min_clearance,heading_stability,planning_cpu_time,avg_planning_time_per_step,max_speed,avg_speed
Online_APF,dynamic,0,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0037250518798828125,4.048969434655231e-05,1.5,1.2395564855672019
Online_APF,dynamic,1,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0015883445739746094,1.7264614934506625e-05,1.5,1.2395564855672019
Online_APF,dynamic,2,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0020148754119873047,2.190081969551418e-05,1.5,1.2395564855672019
Online_APF,dynamic,3,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0018939971923828125,2.0586926004161004e-05,1.5,1.2395564855672019
Online_APF,dynamic,4,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0015475749969482422,1.6821467358133067e-05,1.5,1.2395564855672019
Online_APF,dynamic,5,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0015227794647216797,1.655195070349652e-05,1.5,1.2395564855672019
Online_APF,dynamic,6,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0018391609191894531,1.9990879556407098e-05,1.5,1.2395564855672019
Online_APF,dynamic,7,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0020751953125,2.2556470788043477e-05,1.5,1.2395564855672019
Online_APF,dynamic,8,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0015299320220947266,1.6629695892333984e-05,1.5,1.2395564855672019
Online_APF,dynamic,9,True,False,92,11.403919667218258,0.8358564984494622,0.8698571394067475,0.003893848659362853,0.0015418529510498047,1.6759271207063094e-05,1.5,1.2395564855672019
